experiment	id	split	query	expectedDomain	relevantSections	rank	source	section	domain	chunkIndex	score
mxbai-embed-large/原始语料	D22	dev	Redis 主从复制断开怎么修复	none	[-]	12	thread-pool-exhaustion.md	3. 常见原因	thread-pool	2	0.617305411971265
mxbai-embed-large/原始语料	D22	dev	Redis 主从复制断开怎么修复	none	[-]	13	thread-pool-exhaustion.md	1. 线程池饱和是什么	thread-pool	0	0.6014870705436299
mxbai-embed-large/原始语料	D22	dev	Redis 主从复制断开怎么修复	none	[-]	14	thread-pool-exhaustion.md	5. 与 Kafka 消费的关系	thread-pool	4	0.5526478518020908
mxbai-embed-large/原始语料	D22	dev	Redis 主从复制断开怎么修复	none	[-]	15	kafka-consumer-lag.md	6. 判断原则	kafka	5	0.5274282163210431
mxbai-embed-large/原始语料	D22	dev	Redis 主从复制断开怎么修复	none	[-]	16	kafka-consumer-lag.md	3. 常见原因	kafka	2	0.5195399724203277
mxbai-embed-large/原始语料	D22	dev	Redis 主从复制断开怎么修复	none	[-]	17	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	4	0.5152959534702356
mxbai-embed-large/原始语料	D22	dev	Redis 主从复制断开怎么修复	none	[-]	18	kafka-consumer-lag.md	7. 处理原则	kafka	6	0.5031265320257347
mxbai-embed-large/原始语料	D22	dev	Redis 主从复制断开怎么修复	none	[-]	19	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	1	0.499599248146974
mxbai-embed-large/原始语料	D22	dev	Redis 主从复制断开怎么修复	none	[-]	20	kafka-consumer-lag.md	4. Consumer 与 Partition	kafka	3	0.4933262161405379
mxbai-embed-large/原始语料	D23	dev	如何申请报销差旅费用	none	[-]	1	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	1	0.444080528264078
mxbai-embed-large/原始语料	D23	dev	如何申请报销差旅费用	none	[-]	2	thread-pool-exhaustion.md	3. 常见原因	thread-pool	2	0.43686360120773315
mxbai-embed-large/原始语料	D23	dev	如何申请报销差旅费用	none	[-]	3	mysql-slow-query.md	7. 处理原则	mysql	6	0.43116864562034607
mxbai-embed-large/原始语料	D23	dev	如何申请报销差旅费用	none	[-]	4	mysql-slow-query.md	2. 数据库连接池异常	mysql	1	0.41978277799878155
mxbai-embed-large/原始语料	D23	dev	如何申请报销差旅费用	none	[-]	5	mysql-slow-query.md	6. 判断原则	mysql	5	0.41961434483528137
mxbai-embed-large/原始语料	D23	dev	如何申请报销差旅费用	none	[-]	6	mysql-slow-query.md	4. 对 Java 服务的影响	mysql	3	0.41405135905436596
mxbai-embed-large/原始语料	D23	dev	如何申请报销差旅费用	none	[-]	7	thread-pool-exhaustion.md	7. 处理原则	thread-pool	6	0.41392527984682376
mxbai-embed-large/原始语料	D23	dev	如何申请报销差旅费用	none	[-]	8	mysql-slow-query.md	3. 常见慢查询原因	mysql	2	0.40945068682289465
mxbai-embed-large/原始语料	D23	dev	如何申请报销差旅费用	none	[-]	9	mysql-slow-query.md	5. 推荐排查顺序	mysql	4	0.4036801755428314
mxbai-embed-large/原始语料	D23	dev	如何申请报销差旅费用	none	[-]	10	thread-pool-exhaustion.md	5. 与 Kafka 消费的关系	thread-pool	4	0.3970250605650266
mxbai-embed-large/原始语料	D23	dev	如何申请报销差旅费用	none	[-]	11	thread-pool-exhaustion.md	4. 推荐排查顺序	thread-pool	3	0.3957441747188568
mxbai-embed-large/原始语料	D23	dev	如何申请报销差旅费用	none	[-]	12	thread-pool-exhaustion.md	6. 判断原则	thread-pool	5	0.39546308544498243
mxbai-embed-large/原始语料	D23	dev	如何申请报销差旅费用	none	[-]	13	thread-pool-exhaustion.md	1. 线程池饱和是什么	thread-pool	0	0.3915106472823218
mxbai-embed-large/原始语料	D23	dev	如何申请报销差旅费用	none	[-]	14	mysql-slow-query.md	1. 数据库变慢是什么	mysql	0	0.38452370578333483
mxbai-embed-large/原始语料	D23	dev	如何申请报销差旅费用	none	[-]	15	kafka-consumer-lag.md	6. 判断原则	kafka	5	0.36623002484202943
mxbai-embed-large/原始语料	D23	dev	如何申请报销差旅费用	none	[-]	16	kafka-consumer-lag.md	7. 处理原则	kafka	6	0.36533344594636946
mxbai-embed-large/原始语料	D23	dev	如何申请报销差旅费用	none	[-]	17	kafka-consumer-lag.md	3. 常见原因	kafka	2	0.3622336927404582
mxbai-embed-large/原始语料	D23	dev	如何申请报销差旅费用	none	[-]	18	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	4	0.3514634757361731
mxbai-embed-large/原始语料	D23	dev	如何申请报销差旅费用	none	[-]	19	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	1	0.34523544637945675
mxbai-embed-large/原始语料	D23	dev	如何申请报销差旅费用	none	[-]	20	kafka-consumer-lag.md	4. Consumer 与 Partition	kafka	3	0.34092551469802856
mxbai-embed-large/原始语料	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	1	thread-pool-exhaustion.md	3. 常见原因	thread-pool	2	0.561747686915031
mxbai-embed-large/原始语料	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	2	thread-pool-exhaustion.md	7. 处理原则	thread-pool	6	0.5453064062157901
mxbai-embed-large/原始语料	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	3	thread-pool-exhaustion.md	4. 推荐排查顺序	thread-pool	3	0.4956387131106472
mxbai-embed-large/原始语料	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	4	mysql-slow-query.md	7. 处理原则	mysql	6	0.4874940063802604
mxbai-embed-large/原始语料	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	5	mysql-slow-query.md	5. 推荐排查顺序	mysql	4	0.4864713396570488
mxbai-embed-large/原始语料	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	6	mysql-slow-query.md	6. 判断原则	mysql	5	0.4833179558312286
mxbai-embed-large/原始语料	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	7	mysql-slow-query.md	1. 数据库变慢是什么	mysql	0	0.4822348180763172
mxbai-embed-large/原始语料	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	8	mysql-slow-query.md	2. 数据库连接池异常	mysql	1	0.47397444754458373
mxbai-embed-large/原始语料	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	9	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	1	0.47118703763369085
mxbai-embed-large/原始语料	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	10	thread-pool-exhaustion.md	6. 判断原则	thread-pool	5	0.4578864139948382
mxbai-embed-large/原始语料	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	11	mysql-slow-query.md	3. 常见慢查询原因	mysql	2	0.454081559667774
mxbai-embed-large/原始语料	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	12	mysql-slow-query.md	4. 对 Java 服务的影响	mysql	3	0.44736115791317527
mxbai-embed-large/原始语料	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	13	kafka-consumer-lag.md	6. 判断原则	kafka	5	0.43998963236654465
mxbai-embed-large/原始语料	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	14	thread-pool-exhaustion.md	5. 与 Kafka 消费的关系	thread-pool	4	0.4325537343355259
mxbai-embed-large/原始语料	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	15	thread-pool-exhaustion.md	1. 线程池饱和是什么	thread-pool	0	0.4278831140925356
mxbai-embed-large/原始语料	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	16	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	4	0.41070132223661937
mxbai-embed-large/原始语料	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	17	kafka-consumer-lag.md	7. 处理原则	kafka	6	0.40554519279166645
mxbai-embed-large/原始语料	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	18	kafka-consumer-lag.md	3. 常见原因	kafka	2	0.3916756019012244
mxbai-embed-large/原始语料	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	19	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	1	0.3868608359437947
mxbai-embed-large/原始语料	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	20	kafka-consumer-lag.md	4. Consumer 与 Partition	kafka	3	0.3788583391564591
mxbai-embed-large/原始语料	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	1	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	1	0.616548992189706
mxbai-embed-large/原始语料	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	2	mysql-slow-query.md	7. 处理原则	mysql	6	0.6103478670120239
mxbai-embed-large/原始语料	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	3	thread-pool-exhaustion.md	3. 常见原因	thread-pool	2	0.6053358912467957
mxbai-embed-large/原始语料	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	4	mysql-slow-query.md	3. 常见慢查询原因	mysql	2	0.5898232391318619
mxbai-embed-large/原始语料	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	5	mysql-slow-query.md	4. 对 Java 服务的影响	mysql	3	0.5771846427211389
mxbai-embed-large/原始语料	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	6	thread-pool-exhaustion.md	5. 与 Kafka 消费的关系	thread-pool	4	0.5763203077411746
mxbai-embed-large/原始语料	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	7	mysql-slow-query.md	2. 数据库连接池异常	mysql	1	0.5694246374874915
mxbai-embed-large/原始语料	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	8	thread-pool-exhaustion.md	1. 线程池饱和是什么	thread-pool	0	0.5693634918142408
mxbai-embed-large/原始语料	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	9	thread-pool-exhaustion.md	7. 处理原则	thread-pool	6	0.5682892880784657
mxbai-embed-large/原始语料	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	10	mysql-slow-query.md	6. 判断原则	mysql	5	0.5666589736938477
mxbai-embed-large/原始语料	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	11	thread-pool-exhaustion.md	6. 判断原则	thread-pool	5	0.5638830325673213
mxbai-embed-large/原始语料	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	12	thread-pool-exhaustion.md	4. 推荐排查顺序	thread-pool	3	0.5559217929840088
mxbai-embed-large/原始语料	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	13	mysql-slow-query.md	5. 推荐排查顺序	mysql	4	0.5497943758964539
mxbai-embed-large/原始语料	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	14	mysql-slow-query.md	1. 数据库变慢是什么	mysql	0	0.5167085548291904
mxbai-embed-large/原始语料	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	15	kafka-consumer-lag.md	6. 判断原则	kafka	5	0.5085174451491208
mxbai-embed-large/原始语料	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	16	kafka-consumer-lag.md	7. 处理原则	kafka	6	0.49396654999455597
mxbai-embed-large/原始语料	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	17	kafka-consumer-lag.md	3. 常见原因	kafka	2	0.4895366265679394
mxbai-embed-large/原始语料	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	18	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	1	0.48564544405666416
mxbai-embed-large/原始语料	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	19	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	4	0.4825036536154962
mxbai-embed-large/原始语料	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	20	kafka-consumer-lag.md	4. Consumer 与 Partition	kafka	3	0.4722704589366913
mxbai-embed-large/原始语料	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	1	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	1	0.7680584006431374
mxbai-embed-large/原始语料	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	2	thread-pool-exhaustion.md	4. 推荐排查顺序	thread-pool	3	0.6879255008586573
mxbai-embed-large/原始语料	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	3	thread-pool-exhaustion.md	6. 判断原则	thread-pool	5	0.6653486489071379
mxbai-embed-large/原始语料	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	4	thread-pool-exhaustion.md	3. 常见原因	thread-pool	2	0.6151233039980158
mxbai-embed-large/原始语料	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	5	thread-pool-exhaustion.md	1. 线程池饱和是什么	thread-pool	0	0.6072693956976092
mxbai-embed-large/原始语料	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	6	thread-pool-exhaustion.md	7. 处理原则	thread-pool	6	0.5826256049761311
mxbai-embed-large/原始语料	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	7	mysql-slow-query.md	2. 数据库连接池异常	mysql	1	0.5611812785456036
mxbai-embed-large/原始语料	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	8	mysql-slow-query.md	4. 对 Java 服务的影响	mysql	3	0.5419689901443531
mxbai-embed-large/原始语料	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	9	mysql-slow-query.md	5. 推荐排查顺序	mysql	4	0.5244561619246305
mxbai-embed-large/原始语料	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	10	thread-pool-exhaustion.md	5. 与 Kafka 消费的关系	thread-pool	4	0.5227485041764721
mxbai-embed-large/原始语料	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	11	mysql-slow-query.md	3. 常见慢查询原因	mysql	2	0.5206597496652016
mxbai-embed-large/原始语料	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	12	mysql-slow-query.md	7. 处理原则	mysql	6	0.5136166384244973
mxbai-embed-large/原始语料	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	13	mysql-slow-query.md	6. 判断原则	mysql	5	0.5108509824948043
mxbai-embed-large/原始语料	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	14	mysql-slow-query.md	1. 数据库变慢是什么	mysql	0	0.4808897771837712
mxbai-embed-large/原始语料	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	15	kafka-consumer-lag.md	6. 判断原则	kafka	5	0.4317020739709935
mxbai-embed-large/原始语料	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	16	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	4	0.4254510485039191
mxbai-embed-large/原始语料	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	17	kafka-consumer-lag.md	3. 常见原因	kafka	2	0.4228673645458712
mxbai-embed-large/原始语料	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	18	kafka-consumer-lag.md	7. 处理原则	kafka	6	0.4148115290532973
mxbai-embed-large/原始语料	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	19	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	1	0.4043243292860175
mxbai-embed-large/原始语料	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	20	kafka-consumer-lag.md	4. Consumer 与 Partition	kafka	3	0.4035323863524819
mxbai-embed-large/原始语料	H03	holdout	threadPoolActive 和 threadPoolMax 一样大	thread-pool	[thread-pool:1, thread-pool:4, thread-pool:6]	1	thread-pool-exhaustion.md	1. 线程池饱和是什么	thread-pool	0	0.855329666872932
mxbai-embed-large/原始语料	H03	holdout	threadPoolActive 和 threadPoolMax 一样大	thread-pool	[thread-pool:1, thread-pool:4, thread-pool:6]	2	thread-pool-exhaustion.md	6. 判断原则	thread-pool	5	0.825535079773059
mxbai-embed-large/原始语料	H03	holdout	threadPoolActive 和 threadPoolMax 一样大	thread-pool	[thread-pool:1, thread-pool:4, thread-pool:6]	3	thread-pool-exhaustion.md	4. 推荐排查顺序	thread-pool	3	0.8083814496766671
mxbai-embed-large/原始语料	H03	holdout	threadPoolActive 和 threadPoolMax 一样大	thread-pool	[thread-pool:1, thread-pool:4, thread-pool:6]	4	thread-pool-exhaustion.md	7. 处理原则	thread-pool	6	0.7741331323464715
mxbai-embed-large/原始语料	H03	holdout	threadPoolActive 和 threadPoolMax 一样大	thread-pool	[thread-pool:1, thread-pool:4, thread-pool:6]	5	mysql-slow-query.md	2. 数据库连接池异常	mysql	1	0.7421044553580675
mxbai-embed-large/原始语料	H03	holdout	threadPoolActive 和 threadPoolMax 一样大	thread-pool	[thread-pool:1, thread-pool:4, thread-pool:6]	6	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	1	0.7150476574897817
mxbai-embed-large/原始语料	H03	holdout	threadPoolActive 和 threadPoolMax 一样大	thread-pool	[thread-pool:1, thread-pool:4, thread-pool:6]	7	mysql-slow-query.md	6. 判断原则	mysql	5	0.6945205512928646
mxbai-embed-large/原始语料	H03	holdout	threadPoolActive 和 threadPoolMax 一样大	thread-pool	[thread-pool:1, thread-pool:4, thread-pool:6]	8	mysql-slow-query.md	5. 推荐排查顺序	mysql	4	0.6696294743043509
mxbai-embed-large/原始语料	H03	holdout	threadPoolActive 和 threadPoolMax 一样大	thread-pool	[thread-pool:1, thread-pool:4, thread-pool:6]	9	thread-pool-exhaustion.md	3. 常见原因	thread-pool	2	0.6647615632556949
mxbai-embed-large/原始语料	H03	holdout	threadPoolActive 和 threadPoolMax 一样大	thread-pool	[thread-pool:1, thread-pool:4, thread-pool:6]	10	thread-pool-exhaustion.md	5. 与 Kafka 消费的关系	thread-pool	4	0.6409027981489088
mxbai-embed-large/原始语料	H03	holdout	threadPoolActive 和 threadPoolMax 一样大	thread-pool	[thread-pool:1, thread-pool:4, thread-pool:6]	11	mysql-slow-query.md	3. 常见慢查询原因	mysql	2	0.6144269887932305
mxbai-embed-large/原始语料	H03	holdout	threadPoolActive 和 threadPoolMax 一样大	thread-pool	[thread-pool:1, thread-pool:4, thread-pool:6]	12	kafka-consumer-lag.md	6. 判断原则	kafka	5	0.6053555372569382
mxbai-embed-large/原始语料	H03	holdout	threadPoolActive 和 threadPoolMax 一样大	thread-pool	[thread-pool:1, thread-pool:4, thread-pool:6]	13	kafka-consumer-lag.md	3. 常见原因	kafka	2	0.6052569692066714
mxbai-embed-large/原始语料	H03	holdout	threadPoolActive 和 threadPoolMax 一样大	thread-pool	[thread-pool:1, thread-pool:4, thread-pool:6]	14	mysql-slow-query.md	4. 对 Java 服务的影响	mysql	3	0.6037058110587822
mxbai-embed-large/原始语料	H03	holdout	threadPoolActive 和 threadPoolMax 一样大	thread-pool	[thread-pool:1, thread-pool:4, thread-pool:6]	15	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	4	0.5936337001760363
mxbai-embed-large/原始语料	H03	holdout	threadPoolActive 和 threadPoolMax 一样大	thread-pool	[thread-pool:1, thread-pool:4, thread-pool:6]	16	kafka-consumer-lag.md	7. 处理原则	kafka	6	0.591487515987454
mxbai-embed-large/原始语料	H03	holdout	threadPoolActive 和 threadPoolMax 一样大	thread-pool	[thread-pool:1, thread-pool:4, thread-pool:6]	17	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	1	0.5789722706112539
mxbai-embed-large/原始语料	H03	holdout	threadPoolActive 和 threadPoolMax 一样大	thread-pool	[thread-pool:1, thread-pool:4, thread-pool:6]	18	kafka-consumer-lag.md	4. Consumer 与 Partition	kafka	3	0.5675642748138751
mxbai-embed-large/原始语料	H03	holdout	threadPoolActive 和 threadPoolMax 一样大	thread-pool	[thread-pool:1, thread-pool:4, thread-pool:6]	19	mysql-slow-query.md	1. 数据库变慢是什么	mysql	0	0.5642989018141659
mxbai-embed-large/原始语料	H03	holdout	threadPoolActive 和 threadPoolMax 一样大	thread-pool	[thread-pool:1, thread-pool:4, thread-pool:6]	20	kafka-consumer-lag.md	1. Consumer Lag 是什么	kafka	0	0.5560519363849211
mxbai-embed-large/原始语料	H04	holdout	线程全部阻塞在下游 RPC，应该直接扩线程吗	thread-pool	[thread-pool:3, thread-pool:7]	1	thread-pool-exhaustion.md	3. 常见原因	thread-pool	2	0.8040654051109298
mxbai-embed-large/原始语料	H04	holdout	线程全部阻塞在下游 RPC，应该直接扩线程吗	thread-pool	[thread-pool:3, thread-pool:7]	2	thread-pool-exhaustion.md	7. 处理原则	thread-pool	6	0.7733743596004278
mxbai-embed-large/原始语料	H04	holdout	线程全部阻塞在下游 RPC，应该直接扩线程吗	thread-pool	[thread-pool:3, thread-pool:7]	3	thread-pool-exhaustion.md	4. 推荐排查顺序	thread-pool	3	0.7528423211448761
mxbai-embed-large/原始语料	H04	holdout	线程全部阻塞在下游 RPC，应该直接扩线程吗	thread-pool	[thread-pool:3, thread-pool:7]	4	thread-pool-exhaustion.md	6. 判断原则	thread-pool	5	0.7157966318857998
mxbai-embed-large/原始语料	H04	holdout	线程全部阻塞在下游 RPC，应该直接扩线程吗	thread-pool	[thread-pool:3, thread-pool:7]	5	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	1	0.6926988499883022
mxbai-embed-large/原始语料	H04	holdout	线程全部阻塞在下游 RPC，应该直接扩线程吗	thread-pool	[thread-pool:3, thread-pool:7]	6	mysql-slow-query.md	2. 数据库连接池异常	mysql	1	0.6857796873248779
mxbai-embed-large/原始语料	H04	holdout	线程全部阻塞在下游 RPC，应该直接扩线程吗	thread-pool	[thread-pool:3, thread-pool:7]	7	mysql-slow-query.md	6. 判断原则	mysql	5	0.6693388017002636
mxbai-embed-large/原始语料	H04	holdout	线程全部阻塞在下游 RPC，应该直接扩线程吗	thread-pool	[thread-pool:3, thread-pool:7]	8	thread-pool-exhaustion.md	1. 线程池饱和是什么	thread-pool	0	0.652677956995355
mxbai-embed-large/原始语料	H04	holdout	线程全部阻塞在下游 RPC，应该直接扩线程吗	thread-pool	[thread-pool:3, thread-pool:7]	9	mysql-slow-query.md	5. 推荐排查顺序	mysql	4	0.6438923347317461
mxbai-embed-large/原始语料	H04	holdout	线程全部阻塞在下游 RPC，应该直接扩线程吗	thread-pool	[thread-pool:3, thread-pool:7]	10	mysql-slow-query.md	4. 对 Java 服务的影响	mysql	3	0.6432513678367198
mxbai-embed-large/原始语料	H04	holdout	线程全部阻塞在下游 RPC，应该直接扩线程吗	thread-pool	[thread-pool:3, thread-pool:7]	11	mysql-slow-query.md	3. 常见慢查询原因	mysql	2	0.6342162358906253
mxbai-embed-large/原始语料	H04	holdout	线程全部阻塞在下游 RPC，应该直接扩线程吗	thread-pool	[thread-pool:3, thread-pool:7]	12	mysql-slow-query.md	1. 数据库变慢是什么	mysql	0	0.6218767246228895
mxbai-embed-large/原始语料	H04	holdout	线程全部阻塞在下游 RPC，应该直接扩线程吗	thread-pool	[thread-pool:3, thread-pool:7]	13	kafka-consumer-lag.md	6. 判断原则	kafka	5	0.6209428392155403
mxbai-embed-large/原始语料	H04	holdout	线程全部阻塞在下游 RPC，应该直接扩线程吗	thread-pool	[thread-pool:3, thread-pool:7]	14	mysql-slow-query.md	7. 处理原则	mysql	6	0.6204690872225181
mxbai-embed-large/原始语料	H04	holdout	线程全部阻塞在下游 RPC，应该直接扩线程吗	thread-pool	[thread-pool:3, thread-pool:7]	15	thread-pool-exhaustion.md	5. 与 Kafka 消费的关系	thread-pool	4	0.6159683005895139
mxbai-embed-large/原始语料	H04	holdout	线程全部阻塞在下游 RPC，应该直接扩线程吗	thread-pool	[thread-pool:3, thread-pool:7]	16	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	4	0.6147679872150642
mxbai-embed-large/原始语料	H04	holdout	线程全部阻塞在下游 RPC，应该直接扩线程吗	thread-pool	[thread-pool:3, thread-pool:7]	17	kafka-consumer-lag.md	3. 常见原因	kafka	2	0.5651823036101573
mxbai-embed-large/原始语料	H04	holdout	线程全部阻塞在下游 RPC，应该直接扩线程吗	thread-pool	[thread-pool:3, thread-pool:7]	18	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	1	0.5508999046445391
mxbai-embed-large/原始语料	H04	holdout	线程全部阻塞在下游 RPC，应该直接扩线程吗	thread-pool	[thread-pool:3, thread-pool:7]	19	kafka-consumer-lag.md	4. Consumer 与 Partition	kafka	3	0.5427131227514023
mxbai-embed-large/原始语料	H04	holdout	线程全部阻塞在下游 RPC，应该直接扩线程吗	thread-pool	[thread-pool:3, thread-pool:7]	20	kafka-consumer-lag.md	7. 处理原则	kafka	6	0.5404296372784635
mxbai-embed-large/原始语料	H05	holdout	消费业务的执行器满载后 lag 升高	thread-pool	[thread-pool:5]	1	mysql-slow-query.md	3. 常见慢查询原因	mysql	2	0.7106971011604523
mxbai-embed-large/原始语料	H05	holdout	消费业务的执行器满载后 lag 升高	thread-pool	[thread-pool:5]	2	mysql-slow-query.md	5. 推荐排查顺序	mysql	4	0.6905557924840339
mxbai-embed-large/原始语料	H05	holdout	消费业务的执行器满载后 lag 升高	thread-pool	[thread-pool:5]	3	kafka-consumer-lag.md	3. 常见原因	kafka	2	0.6786174401736906
mxbai-embed-large/原始语料	H05	holdout	消费业务的执行器满载后 lag 升高	thread-pool	[thread-pool:5]	4	kafka-consumer-lag.md	6. 判断原则	kafka	5	0.6767836827248972
mxbai-embed-large/原始语料	H05	holdout	消费业务的执行器满载后 lag 升高	thread-pool	[thread-pool:5]	5	mysql-slow-query.md	2. 数据库连接池异常	mysql	1	0.6683605316329965
mxbai-embed-large/原始语料	H05	holdout	消费业务的执行器满载后 lag 升高	thread-pool	[thread-pool:5]	6	kafka-consumer-lag.md	7. 处理原则	kafka	6	0.664932847023015
mxbai-embed-large/原始语料	H05	holdout	消费业务的执行器满载后 lag 升高	thread-pool	[thread-pool:5]	7	thread-pool-exhaustion.md	6. 判断原则	thread-pool	5	0.6643560528755236
mxbai-embed-large/原始语料	H05	holdout	消费业务的执行器满载后 lag 升高	thread-pool	[thread-pool:5]	8	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	4	0.6624631881713914
mxbai-embed-large/原始语料	H05	holdout	消费业务的执行器满载后 lag 升高	thread-pool	[thread-pool:5]	9	mysql-slow-query.md	6. 判断原则	mysql	5	0.6618652142205974
